logFC	logCPM	F	PValue	FDR
IPO4	1.67935669783086	6.26781774414218	30.0303141428572	0.000450246399136391	0.0224766038430544
NOL6	1.62819329036446	6.43507775077661	29.9801931005162	0.00045284180985938	0.0224766038430544
DAAM2	-2.06221414425604	6.36000733670907	29.9781348828746	0.0004529487839511	0.0224766038430544
CTPS	2.07069016170573	6.64135411954944	29.8335884659991	0.000460540007855152	0.0227744974229336
FRMPD3	4.90388712336056	2.24552502382512	29.7589620633302	0.000464520589553705	0.022843432827034
ARHGAP28	-3.52142884017185	2.05830864319866	29.7472855480796	0.000465147247783018	0.022843432827034
LMNB2	1.67355160920904	6.07044266190759	29.6762493345577	0.000468982176381233	0.022843432827034
SLC25A29	-2.40339276280378	3.04586118117742	29.6406853475948	0.000470916757844274	0.022843432827034
CCDC148	-3.36477472877036	1.94779813432419	29.6353809552527	0.000471206144419168	0.022843432827034
MYCBPAP	-4.48520197052378	1.3725304547418	29.6301588300543	0.000471491257011511	0.022843432827034
DNMT1	1.6263065125571	6.06436070638735	29.5627229456637	0.000475192232640391	0.022945224943757
ORAOV1	1.70988082861867	8.39490749638705	29.5255645551663	0.000477246842562298	0.022948500304675
FAM166A	1.70487611140983	5.68216449079127	29.5037081852782	0.000478460469360422	0.022948500304675
HYOU1	1.73231138680662	8.60782879480004	29.4164793067743	0.000483342116661738	0.0230433287799704
RRP12	1.64751623013371	5.77306783528719	29.4109928393759	0.000483651207222027	0.0230433287799704
ACOT11	2.60037836572498	2.89906028631823	29.2450559568622	0.000493115789952183	0.0232759292110962
SERAC1	-1.95449975634619	4.18308962842288	29.2233449438592	0.000494370955249496	0.0232759292110962
SPTLC2	1.60533458351021	5.82710028743852	29.2160658491366	0.000494792658457527	0.0232759292110962
RGS4	3.72974933481728	6.4132251865592	29.2120527546022	0.000495025340588825	0.0232759292110962
MYBBP1A	1.63189684003833	5.95377704171613	29.1160808845215	0.000500630263918009	0.023338966797966
ADCY4	-3.45470642689679	2.00063166497837	29.1138257693756	0.000500762904752762	0.023338966797966
DHCR24	-1.78593430350343	9.34554255172124	29.1055796298532	0.000501248293269194	0.023338966797966
TTC28	-1.62774355906031	7.08943494759514	28.9922251634075	0.00050797978113231	0.0235583343828939
CCND1	1.82052589655424	10.9920375042957	28.9613983651553	0.000509829656133454	0.0235583343828939
DOK5	2.68198751407329	4.52209106017316	28.9438270503738	0.000510887803715222	0.0235583343828939
CCT2	1.66035179798329	8.13153943587304	28.8977524283974	0.000513675310626607	0.0236109539413339
MKX	-1.72463672384052	7.57197634802344	28.7616996198051	0.000522016627459073	0.0238506146560919
TUBB2B	1.84196278754919	6.20226718653097	28.7458080177394	0.00052300178905364	0.0238506146560919
CPA4	-2.43867113261409	4.00234483141047	28.7229079846899	0.0005244254562383	0.0238506146560919
SLC7A8	2.46519773941274	6.6809270437179	28.6850534167703	0.000526789321098675	0.0238506146560919
MID1	-1.72405497390899	5.26276871397623	28.6784207400752	0.000527204856424318	0.0238506146560919
AGTR1	-2.59330387691063	3.05143474229135	28.5483780152976	0.00053543423353145	0.0241467369279073
ENTPD7	1.71453820944586	5.98984187831978	28.4030958707368	0.000544816140910342	0.0244928159147186
THBS3	-1.65461358755538	5.86983773284019	28.2648347116888	0.000553933565275151	0.0248248789362842
IL1R1	1.93330849935047	6.62907888835023	28.1034377655393	0.000564815867959799	0.0251702491122326
CDON	-2.32613523792401	5.91188824641999	28.0985388465928	0.000565150283392992	0.0251702491122326
FNBP1	-1.76835123287507	4.71143162216458	28.0308902541941	0.000569793243236558	0.0252984671865495
TLN2	1.56395792846948	6.82489305066617	27.8964675020045	0.000579159541693912	0.0255611174719898
MURC	3.14584023822248	3.36295499330259	27.8948466401508	0.000579273633526022	0.0255611174719898
SLC20A1	1.71040938735464	7.24687877100364	27.7880882033211	0.000586849725172534	0.0257573080330204
PDE3A	-2.38207082025008	3.63799973000761	27.7687017657017	0.000588238557891861	0.0257573080330204
C5orf41	-2.24260564509325	5.97093891307978	27.7531065532644	0.000589358731676872	0.0257573080330204
GDF15	-2.47574002261903	5.21970082186285	27.7316529194022	0.000590904005499178	0.0257573080330204
GTPBP4	1.59232020170447	6.66766270481397	27.6433892989553	0.000597314301252713	0.025861662329377
UBA7	-2.21021458632966	4.84134567098188	27.6373445609968	0.000597756440172271	0.025861662329377
ZNF259	1.63293592855166	5.36686521861734	27.6227956791436	0.000598822265394472	0.025861662329377
NOP2	1.58663307626238	6.12667511733295	27.5998040914041	0.000600511369896279	0.025861662329377
TCF7L2	-1.85110892663512	5.56686268135823	27.5681059798996	0.000602849753424619	0.0258846356702469
NCEH1	1.89039497104768	6.00530503204226	27.5346103337387	0.000605332954285238	0.0259136713355361
CBLN3	-1.75669356652048	4.35646598819635	27.4440785443403	0.000612107916899322	0.0261257132031344
CCBE1	2.32815646291453	6.34159527290049	27.4191471143616	0.000613990061299806	0.0261282832910994
HSPA5	1.75959404027425	9.58541815834612	27.2773848194805	0.000624828799816077	0.0265108574501845
EIF2B3	1.61692030460689	5.64857641494658	27.2016102799644	0.000630719066598936	0.0265622178675948
HSPB7	2.81368029110791	10.3510494548869	27.1533930467543	0.000634502853725882	0.0265622178675948
KCNA4	-3.81907343458934	5.69230823928498	27.1455250260572	0.00063512294024268	0.0265622178675948
GPR1	-2.05614446365567	5.83328929417664	27.1433269774096	0.000635296304150505	0.0265622178675948
PDLIM4	1.71468208474787	6.5340855725297	27.127525448263	0.000636544317130783	0.0265622178675948
MCM2	1.74663428811853	4.40565712079184	27.1198397994205	0.000637152426361663	0.0265622178675948
CCT6A	1.55579306711318	6.60711109151499	27.0739695234896	0.000640796739428467	0.0266367131598366
ZNF215	2.52562428736669	2.87888874526045	27.0005012785344	0.000646687372942464	0.0267595690658532
GPR172A	1.63135380079139	6.73690796660224	26.9906269765502	0.000647484168876025	0.0267595690658532
TUBB4B	1.77640542538492	8.79896484161269	26.924188735994	0.000652876921072379	0.0269049078307442
LIMK2	1.67240913213508	5.26763775832299	26.8924526186594	0.000655472464906036	0.0269344716883022
SLC25A5	1.67625726420346	5.44664477033821	26.8581211630906	0.000658294611168216	0.0269731514821811
TIMP3	1.93249216825202	13.2346799725801	26.8307456464089	0.000660555701626653	0.0269886875128998
NCLN	1.56156034596868	6.08496833381546	26.660242281117	0.000674856131237924	0.0274786086128697
RHOBTB3	-2.30200611777484	7.39138915286572	26.642349900107	0.000676378832741301	0.0274786086128697
RABGAP1	-1.58209807304941	6.49236961685628	26.5929384833334	0.000680605968311967	0.0275438540533266
FAM102B	-1.74075125442099	4.38262706361729	26.578746507066	0.000681826106194194	0.0275438540533266
TRAF5	-1.69079441148556	4.93717519204146	26.5267822646851	0.00068631675029436	0.0276473834718298
ULK2	-1.53289929631108	5.88013813466319	26.4203067988647	0.000695632627593689	0.0279441667011795
LYAR	1.64007499666847	4.57684820856592	26.3886026979155	0.0006984366019116	0.0279784338212689
THOP1	1.66295644712731	4.77177682372737	26.3033729219293	0.000706043883378818	0.0282043881101271
ORC1	3.8248573318087	1.70588474654492	26.1898097106103	0.000716339550514779	0.0284700614221171
SIM1	-2.43844140705754	3.26131701077372	26.1765415676736	0.000717554487150994	0.0284700614221171
F3	2.51588996123096	7.91688168986426	26.1190193942507	0.000722851154533989	0.0284700614221171
TPM3	1.48999171689756	6.62541095622915	26.1012040083237	0.000724501374019185	0.0284700614221171
E2F7	2.82666366853351	4.56427220631044	26.0850517434019	0.000726001557493752	0.0284700614221171
DRAP1	1.99088504953187	7.64172758656616	26.0827225731505	0.000726218201105551	0.0284700614221171
GNPNAT1	1.84559692530809	4.25819873372979	26.0657368178343	0.000727800513695829	0.0284700614221171
IFRD2	1.63002234784523	6.35110668035799	26.0574256931129	0.000728576287700786	0.0284700614221171
PARP14	-1.8603252667752	5.31234955815761	26.0054947510596	0.000733446767122524	0.0285825002372394
S1PR1	2.83016127373466	3.67340291461735	25.9590815783572	0.000737833766490302	0.0286755394179876
PPPDE2	1.6988162771144	5.59046637636302	25.9296159294581	0.000740635673885517	0.0287066383761951
ROR1	-1.57189533677115	5.7715225101869	25.8477934582894	0.000748485319436292	0.0288315081536342
MXD3	1.78309672485565	6.65583156777588	25.838708462988	0.000749363203705153	0.0288315081536342
WDR4	2.0161502274408	3.33929260720197	25.8150428165346	0.000751655986985798	0.0288315081536342
RLTPR	4.99479813976767	2.35509446912003	25.8125393514	0.000751899034199789	0.0288315081536342
ARHGAP26	-2.69142054111278	3.45021382715166	25.7501373600741	0.000757988725161535	0.0289273428582164
ZNRF2	-2.10912295878931	3.27575951239827	25.7215428793176	0.000760799521105146	0.0289273428582164
TSR1	1.4767811121895	6.02877083397418	25.6941709897392	0.000763502188447048	0.0289273428582164
TCF7	3.02896118233237	2.53311772087155	25.6848416400114	0.000764426061730447	0.0289273428582164
PUS7	1.70696686799848	5.22249376733425	25.6842585158682	0.000764483853515376	0.0289273428582164
COTL1	1.82418353439987	8.41931092815682	25.6598162894296	0.000766911106973851	0.0289428215397684
CCT3	1.61677868098274	8.78492507826789	25.6105718754131	0.000771830288803245	0.0290178484861811
HIST1H2AC	-1.73310544114322	4.684153437582	25.5760544018512	0.000775301558335338	0.0290178484861811
SLC25A32	1.4757690614308	6.00060522587908	25.5715562691586	0.000775755332313737	0.0290178484861811
TNFRSF12A	2.0727077088322	8.83948504425895	25.528759240577	0.000780089143481083	0.0290178484861811
RALGPS1	-2.39317876754472	2.65327456224049	25.509551278982	0.000782043929605168	0.0290178484861811
FSTL3	1.98969720734051	3.91618654193317	25.495672049904	0.000783460173206786	0.0290178484861811
RHBDF2	1.86011572890563	3.97831424299087	25.4762055764346	0.000785451875212318	0.0290178484861811
DOT1L	1.56201010467819	4.87690431757467	25.4677863335239	0.000786315219677039	0.0290178484861811
RTTN	1.5102987606351	5.28051241041634	25.4600467756715	0.0007871098989697	0.0290178484861811
TCF19	1.72057762848828	4.35725630763892	25.4380625655567	0.000789372593536279	0.0290266470869328
C7orf63	-2.06986393252851	3.10525756999075	25.3459741134124	0.000798938295975732	0.0293032585743938
ACOT7	2.0902960909489	4.7080320745592	25.2296166219037	0.000811230275913756	0.0296005371741788
TTLL12	1.82868304346466	5.04160092767612	25.2186830868424	0.000812397240840315	0.0296005371741788
JARID2	1.63400800389147	5.23725548956414	25.2045468503056	0.000813909108843934	0.0296005371741788
GRPEL1	1.64098934388667	6.35797165197734	25.1913797395651	0.000815320451324183	0.0296005371741788
CBFB	1.47616789169116	6.66414918786351	25.1700223110473	0.00081761611302796	0.0296005371741788
SKP2	-1.69340716458159	4.75190494211153	25.1532201600762	0.000819427742706156	0.0296005371741788
MOK	2.04279404249676	4.81174640755961	25.0928058300274	0.000825982731039181	0.0297623576528465
LMOD1	-1.75220074354263	6.58631453149269	25.0578913304429	0.000829800465230295	0.0298249836387661
PYGL	-1.49920875622919	5.5595410620378	24.943330883725	0.000842480908301067	0.0301040836496009
TRERF1	-1.8193467344248	4.23491727958086	24.9367594715601	0.000843215505567306	0.0301040836496009
TMEM132E	8.2749300506262	1.8940294336032	28.1255746029646	0.000843863163457191	0.0301040836496009
ILF2	1.71166150681693	5.86472430484569	24.8517740460735	0.000852787302392953	0.0301885970692085
SMAD9	1.49871840553927	5.9480495427971	24.8421615569201	0.000853878360782168	0.0301885970692085
EPT1	2.01613258855318	4.17403809663383	24.8093475156343	0.000857615886700137	0.0301885970692085
MCM6	1.52119200851009	5.31782031522589	24.7975905070085	0.000858959920125016	0.0301885970692085
FUS	1.61177327346945	7.83483803345265	24.7912348072075	0.000859687570433663	0.0301885970692085
CHST3	2.24094372604129	2.82624632471291	24.7905745806399	0.000859763201923504	0.0301885970692085
CCT5	1.53046867457591	7.98641283911515	24.7729954186036	0.000861779983888865	0.0301885970692085
GLRB	-1.69809184605304	4.69953670482977	24.7479115084803	0.000864667866385043	0.0301885970692085
HMGCS1	-1.53879656943439	6.92830706683231	24.7434938660938	0.000865177699982197	0.0301885970692085
ALPK1	-1.61157263372855	4.34857557022433	24.6969109694399	0.000870576395381018	0.0302567053011863
LYPD6B	-2.22016363798339	5.37333471466278	24.690271695087	0.000871349228742065	0.0302567053011863
AHSA2	-2.20143682105979	5.48298116307825	24.6232144127799	0.000879202545211782	0.0304556611132419
EBNA1BP2	1.69885586907449	6.69809045413378	24.5643473243384	0.000886168744530283	0.0306230023260453
ICAM1	2.80012499670889	3.66247199941938	24.5273030702046	0.000890587390501496	0.0307017157864951
SEC14L5	-7.1939626285236	0.939669357958326	27.5549988549719	0.000898829616522609	0.0309115480348939
SDPR	-2.04348646356271	4.97517930940043	24.4046996627911	0.000905406664398497	0.0310632463496145
C3orf45	1.74424858830194	4.56762159954236	24.3486012124952	0.000912288738323757	0.0312246606116969
SPEG	-1.95617691515038	6.23321265024241	24.3192452374859	0.000915915800150019	0.031260538177676
PAQR4	2.10958106142611	3.97268493482171	24.3048847981821	0.000917696574353363	0.031260538177676
SRM	2.0852824464358	7.27757759185223	24.2522715146342	0.000924257505447929	0.0313258377147404
CENPN	1.80561493832714	3.91520138099256	24.2362172312728	0.0009262710023144	0.0313258377147404
GPATCH4	1.5318381794415	6.11090293556405	24.2359146560212	0.000926309002626172	0.0313258377147404
SPAG8	-1.83053769123847	3.57422099375397	24.2089915690356	0.000929697973899154	0.0313258377147404
PLXNB1	-1.4586363179371	5.77057805190726	24.2023581518293	0.0009305353090077	0.0313258377147404
FCRLB	2.73831786526434	2.96652341437003	24.1670791337244	0.000935004234528758	0.0314025661062691
CCL7	5.00508501884624	1.11744809333936	24.1225149573691	0.000940687249919486	0.0315196164745218
PAK1IP1	1.4990369417052	5.08254427474804	24.096091457392	0.000944077011800868	0.0315594602010169
GDPD3	-3.12132714381509	1.92108156011586	24.0610579733348	0.000948594575280084	0.0316367321025388
KCTD5	1.61649163810341	6.23996504247168	23.996752344725	0.000956956378411425	0.031841557825518
UAP1	1.62490712129702	8.08245808789574	23.9697618533012	0.000960493086607891	0.031885257766305
SERP1	1.54153067261967	8.56101133420744	23.945969701791	0.000963624077256613	0.0319153184571295
FAM98A	1.51012321152929	7.58944032388132	23.917532019005	0.000967382942022962	0.0319659879528832
ADAMTS10	-1.65883716359252	4.16996170117727	23.8407471037768	0.000977623012881405	0.0322300956959361
DCUN1D5	1.4452957227552	5.36151416982921	23.796374115562	0.000983601586995746	0.0323342218332575
KIAA1755	2.76555833895591	3.30455273152154	23.7620425046458	0.000988258207258573	0.0323342218332575
TGM1	-3.56883959633067	1.41401462615867	23.7308239655147	0.000992516207616546	0.0323342218332575
KIAA0664	1.50408688594193	4.9821423184414	23.6994580056939	0.000996817127573227	0.0323342218332575
CCND2	-1.53232113432294	5.00996543287495	23.694460223948	0.000997504548151429	0.0323342218332575
STIP1	1.66666852544737	6.76442760797809	23.688682181843	0.000998300018684296	0.0323342218332575
PTPRR	3.98227601278041	1.47543548636487	23.6876018793801	0.000998448832132326	0.0323342218332575
URB2	1.54910004856772	4.89599789149489	23.6787438859912	0.000999670067904443	0.0323342218332575
CYP19A1	4.15586092969611	1.15551724593056	23.6685811231223	0.00100107346028634	0.0323342218332575
RRP9	1.87934451795913	5.10035130266396	23.6400323718486	0.00100502882563314	0.032389030086303
SLC37A2	4.59250855436182	1.50462514164349	23.6155297551174	0.00100843899028585	0.0324260617930255
PREB	1.48819691958293	6.03132007057904	23.5816926343891	0.00101317178681552	0.0324998540529287
FARSA	1.76202089806408	6.48182578574969	23.566779789389	0.00101526634235493	0.0324998540529287
LSS	-1.59338342899552	6.25995096792918	23.5356137389498	0.00101966098350825	0.032567835555661
UPP1	1.50873278884839	5.39205825333505	23.5175635589345	0.0010222169220639	0.0325769175095964
RARS	1.45135202468333	7.03177317257408	23.4766397122543	0.00102804114620924	0.0326170427514417
C12orf24	1.69446062158263	4.2982179514974	23.4649122057482	0.0010297177291074	0.0326170427514417
PCMTD2	-1.5763881040199	5.87868127678004	23.4608506070788	0.00103029916786857	0.0326170427514417
DNAJB9	1.48795381875502	6.99363277980188	23.3663438779677	0.00104394335538772	0.032976193082853
HMGXB3	1.42615514580266	7.02829622371046	23.3491248337287	0.00104645326550888	0.0329828269904679
WSB2	1.44701118655579	6.58296216964492	23.304722010335	0.00105296001074899	0.0330593436834211
RFX2	-1.62530945313873	4.34689429131453	23.2966078825863	0.00105415443444855	0.0330593436834211
KIAA1644	2.03997936502705	3.11865033705931	23.2456254816339	0.00106169755767024	0.0330593436834211
TRAF3	1.64585649300357	4.07499061244472	23.2437674933894	0.00106197371241542	0.0330593436834211
ETS2	1.49418511869463	5.10608627030063	23.2428508805193	0.0010621099821871	0.0330593436834211
EFHC1	-1.75847631533535	5.24083523564766	23.2388009909891	0.00106271232397023	0.0330593436834211
KCNB1	-3.36355864308799	3.6349077355952	23.2115660366752	0.00106677395387386	0.0330764481425654
NET1	3.14112080513803	6.23178789379994	23.1901063210818	0.00106998780011449	0.0330764481425654
FKBP14	1.49439045695956	6.44726426912455	23.1753777813963	0.00107220048636397	0.0330764481425654
IMP4	1.88091430448848	5.78679785184496	23.1734676631689	0.00107248785902607	0.0330764481425654
SH3RF3	-2.15740822662832	2.78965013206799	23.120036631941	0.00108056506685601	0.0332540421111203
HEATR3	1.47475405391673	5.06808623134243	23.051878624451	0.00109097777738882	0.0332610142501215
CBS	-1.54711997679351	5.79173859334965	23.0483702268231	0.00109151710838496	0.0332610142501215
SLC27A1	-1.39837000069498	6.28769597349902	23.0410510952135	0.00109264330640331	0.0332610142501215
DCBLD1	1.52206985978386	6.1136630828835	23.0371784165766	0.00109323977703397	0.0332610142501215
URB1	1.39032662752059	6.54749555865273	23.017893111618	0.00109621609056543	0.0332610142501215
CCDC86	2.22574198810457	5.75867197645263	23.0070593157717	0.00109789246218162	0.0332610142501215
CDC25A	2.54161046522892	2.31232148621019	23.0011480942548	0.00109880847081039	0.0332610142501215
RGMB	1.63877386618678	9.93074005678575	22.9976822240396	0.00109934598386149	0.0332610142501215
OPCML	3.10108429359809	6.65057302580445	22.8357690686034	0.00112482223457744	0.033960159297
SYNPO2	-2.76032090437027	9.19087894074518	22.780973719065	0.00113360861822929	0.0341535319202231
RAN	1.5099974681815	7.88434604564394	22.7320022921477	0.00114153288907007	0.0343201743441382
MCM10	4.4694742855737	1.91994940766978	22.6905998782832	0.00114828575216907	0.0344163026866281
BEX4	-1.74148810635537	3.79948008110259	22.6830043666275	0.00114952994818317	0.0344163026866281
SATB1	-2.15439055642848	5.23245537809342	22.6522722537033	0.00115458108442292	0.0344944108023182
PSME3	1.48840750705258	6.57509921773154	22.6379199055949	0.00115694941746845	0.0344944108023182
RHOBTB1	-1.77230848324912	6.60524988697922	22.6165653125376	0.00116048431912106	0.0345280199595749
HARS	1.40744714080811	6.29467431624831	22.5868337722497	0.00116542810410515	0.0346033218239586
HS3ST3A1	1.55285055754411	5.15836384764567	22.5665519005819	0.0011688155024891	0.0346321965313972
STARD9	-2.36065001989587	4.92133667995372	22.4961357329415	0.00118067081856885	0.0349113406373111
EDARADD	1.80483499128444	8.56753320458776	22.4680700156806	0.00118543730280716	0.034980157118431
CXCL6	7.00161717972192	0.807100771928482	25.1347848314537	0.00118923292198238	0.0350201013021545
SHB	1.47142484184707	4.86325346980036	22.4231159454281	0.00119312155552543	0.0350626152208815
SEMA6C	-1.84346957995597	3.3526048621361	22.3915354030169	0.00119855656425032	0.0351503061102533
ADRA2C	3.28362956820651	1.51283223723636	22.3677876467403	0.00120266368071407	0.0351987751941234
NPEPL1	-1.99591900707948	3.21048377834365	22.320505718041	0.00121089280028843	0.0353674412401963
CDC42EP2	-1.8040710137027	5.87139184017403	22.242564532265	0.00122461017537481	0.0356953953761181
ACSS1	-2.93691777052691	3.25595861551765	22.1737570616882	0.00123687969375514	0.0359799020043458
ANPEP	1.50549127411269	9.70532791789125	22.13948830739	0.0012430469516746	0.0360861059392014
SYT11	-1.49999423270962	5.3737516636826	22.0972140839295	0.00125070729018788	0.036174275070656
PYROXD2	-2.2783952748593	4.22515905615099	22.0785325418584	0.00125411104661592	0.036174275070656
POU2F1	-1.68042639192535	3.98525641771549	22.0682829620416	0.0012559833640046	0.036174275070656
CDR2L	1.62590553140586	3.78105172938972	22.0672413212692	0.00125617383621691	0.036174275070656
CSRNP1	1.92379261801024	5.42946971450633	22.0024118735967	0.00126809886240178	0.0363696274683415
GYS1	2.27702061222526	6.50138055786972	21.991998773507	0.0012700272924602	0.0363696274683415
WNK4	2.33502442674643	2.87845215585032	21.989094726305	0.00127056574587819	0.0363696274683415
C10orf54	-1.92181177929742	5.84176829828686	21.9283610487283	0.00128189148195987	0.0365153402156518
SSTR1	2.01491843317846	7.75274802521219	21.9045233967093	0.00128637079276341	0.0365153402156518
PFKP	2.12617312023953	7.25556518772689	21.9038093631096	0.00128650526377615	0.0365153402156518
ST8SIA1	-4.42789724650438	1.33152556916806	21.9009582408511	0.00128704237682249	0.0365153402156518
PNPO	1.53443588057898	4.28477054685405	21.882843770555	0.00129046136961404	0.0365153402156518
ALS2CR8	-1.8974410133753	3.757184376506	21.8803469265046	0.00129093351156373	0.0365153402156518
CCDC165	-1.47630818943038	7.12996763173387	21.8634842170689	0.00129412776016729	0.0365336342688173
PDK1	1.8540394986245	5.47892959655677	21.8305233018703	0.00130039964759123	0.0365875733299223
BBS2	-1.37639802588454	5.40977621700533	21.8266404548995	0.00130114095239247	0.0365875733299223
GLRX3	1.6148374125151	4.32027408177821	21.8014974792117	0.00130595383514316	0.036631224710954
WDR55	1.39987241298414	5.46877573311298	21.7918733631051	0.00130780190028648	0.036631224710954
NOV	-1.57339551681613	5.16385533415217	21.7729005199936	0.00131145460886742	0.0366516232076898
ZWINT	2.09772271730157	3.22694137925405	21.7554845717508	0.00131481866549656	0.0366516232076898
CDC37	1.46777495081301	7.70797470729063	21.7457075955288	0.00131671184802394	0.0366516232076898
KDELR3	1.58021773479524	8.00204234040776	21.7351855828678	0.00131875305593529	0.0366516232076898
CLN6	1.84582191407677	3.32853138894328	21.7121887283446	0.0013232279172283	0.0367048579515882
DLG3	-1.90394614162546	3.87878761784394	21.689688437215	0.00132762429990555	0.0367286249138078
EDA2R	-1.59358187466304	3.94255973484211	21.677738698497	0.00132996651366893	0.0367286249138078
ADRA2A	-2.16617435243021	7.192203798401	21.6685653244069	0.00133176800468448	0.0367286249138078
PLXNA4	1.69805422662048	4.97550684730203	21.5932581511224	0.00134667141320089	0.0369103229597985
ACBD4	-1.92937932026569	3.43491772931532	21.5860989279359	0.0013480989208526	0.0369103229597985
OSR2	-3.20154202206895	6.95262893103571	21.5840160519013	0.00134851458483586	0.0369103229597985
IGDCC4	-2.28507620208513	3.05154451224144	21.5833308231274	0.00134865136538138	0.0369103229597985
C14orf49	-1.78640480942658	3.44560656611007	21.5480530801385	0.00135571644466007	0.0370330086340383
ACSF2	-2.17344744162775	3.73906974463249	21.5033490823258	0.0013647350451678	0.0371208321693396
TMEM208	1.78497599514376	5.33225065490287	21.4927179764387	0.00136689065304117	0.0371208321693396
GINS3	2.24076138541907	2.60571709715876	21.4827177495117	0.00136892217687343	0.0371208321693396
DNM1	-1.66300606303585	5.94531638396943	21.4742917524991	0.00137063679191884	0.0371208321693396
PTGS1	1.96312257357634	8.30238689332504	21.4626178155562	0.001373016714772	0.0371208321693396
SPATA18	-1.37698075965692	6.56744175731697	21.4555398186875	0.00137446216316291	0.0371208321693396
VARS	1.46344436185436	6.81157764353486	21.4197576082482	0.00138179830980872	0.0371931199935102
PRPF4	1.38169894637272	5.70987575712586	21.4121208879706	0.00138337025761947	0.0371931199935102
GALNT6	2.57052032012499	3.77191445431349	21.404606454562	0.00138491918809946	0.0371931199935102
DDX39A	1.58542725861102	5.15846051496998	21.374665415912	0.00139111214579468	0.0372308527008688
NXT1	1.99297136349901	4.47040645815856	21.3619718391571	0.00139374797697471	0.0372308527008688
TIMM17A	1.40849087320716	7.15848537877276	21.3588466646691	0.00139439786700557	0.0372308527008688
PHF21A	-1.3465997625278	5.98590684738353	21.3470836367446	0.00139684738107471	0.0372308527008688
SLC16A3	1.81269475520536	7.9720010021731	21.3353083727169	0.00139930476297108	0.0372308527008688
FICD	1.47069895798032	5.68492470298498	21.2952012128439	0.0014077148580004	0.037321864136027
GMNN	2.28103315749106	2.92504590471784	21.2941776496348	0.00140793030455272	0.037321864136027
IFIT2	-2.85183701332596	3.71482554208985	21.2274187137378	0.00142207046978944	0.0374734005706502
KRBA1	-1.7455448919003	4.01065575664154	21.2237515328821	0.00142285227842377	0.0374734005706502
MFSD2A	2.70530850065925	1.92359148978418	21.2173831413434	0.0014242112204832	0.0374734005706502
KIAA1683	-2.60346085910523	2.10743817683619	21.2087284653038	0.00142606059763012	0.0374734005706502
NETO2	2.27124359743695	3.42067048203098	21.205683369966	0.00142671199439195	0.0374734005706502
SYPL2	-3.22919360343278	1.82939182947445	21.1913351816071	0.00142978625676667	0.0374854930681733
TPD52L1	-2.30196169956562	5.80882499730796	21.1316527473807	0.00144266194555005	0.0377540418998782
PRADC1	2.43646000276741	3.31428921738291	21.0709965074397	0.00145589463137654	0.0379279626551373
ERRFI1	2.00195467136218	6.92058625803513	21.0553215322516	0.00145933858729383	0.0379279626551373
C1RL	-1.67945396321289	4.34887744614218	21.0538974877171	0.00145965196262467	0.0379279626551373
SEMA3D	-2.43192060199064	6.25677234107139	21.0528309679923	0.00145988671540588	0.0379279626551373
DYRK1B	-1.60762024392669	4.36736597570356	21.0109985229051	0.00146913136084922	0.0380991190704134
SLC9A3	-1.9806435826065	3.32786875669288	20.9335006515196	0.00148644944748428	0.0384786489645705
ABTB1	-1.49892612940825	4.39553526779861	20.8908450478122	0.00149608899610459	0.0386528250114215
IFT140	-1.39479939479962	4.97429547744205	20.879927948543	0.00149856848939058	0.0386528250114215
TMEM170B	-2.06199368172763	3.39529730478164	20.828115171133	0.00151040559415775	0.0388881986100831
CLIP3	-1.37788911175568	6.61894656938235	20.7769207856476	0.00152221494565046	0.0389855372017538
KIF18A	2.70459115573445	2.14392776082601	20.7695718407544	0.00152391951422297	0.0389855372017538
KCNS3	1.8970822127396	3.03199527144472	20.7667265068452	0.00152458011446075	0.0389855372017538
FAM19A3	4.3998640747782	1.33636359911195	20.7646602269943	0.00152506006346725	0.0389855372017538
MASP2	-2.50794421828	2.31702954236025	20.7287093173214	0.00153344054809454	0.0390804126606548
VAMP1	-1.39862474927198	5.06472776848181	20.7141073963676	0.00153686061202767	0.0390804126606548
RINT1	1.34518848174157	5.48365486971333	20.7117173938644	0.00153742129479991	0.0390804126606548
AMPD3	1.60100779441768	5.13267401003512	20.6870533442775	0.00154322212766939	0.0390804126606548
PMEPA1	2.64109000256874	4.89547864152604	20.6791157576823	0.00154509474189277	0.0390804126606548
PCSK7	1.34366726018855	5.65635552305067	20.6784899225457	0.00154524250647201	0.0390804126606548
SLC48A1	-1.44567112568822	4.63856557702136	20.6674709145303	0.00154784703934537	0.0390804126606548
HIPK2	2.15694536867337	7.79713586140662	20.6157672289639	0.00156014069367079	0.0392839049927271
SIX2	-4.65335096649324	2.32970172090224	20.6105610152739	0.00156138524829889	0.0392839049927271
METTL1	2.13224271625708	5.08607629851373	20.590539385072	0.00156618288479424	0.0393356020154715
ZNF862	-1.62527882977936	4.57134804980683	20.5432397409089	0.00157758940419822	0.0395303114231021
CHD1L	1.38697900339478	6.32804471874394	20.5283171885457	0.00158120930161575	0.0395303114231021
TP53INP1	-1.47430493250888	6.81756355283417	20.5072836813519	0.00158632901135079	0.0395303114231021
SHCBP1	2.32290927834835	2.9120818186227	20.5026950071976	0.00158744864514353	0.0395303114231021
SLC27A4	1.36699157535633	5.80337560737414	20.5015929604212	0.00158771768912257	0.0395303114231021
ZW10	1.34015236836799	5.31286004584416	20.3978167417961	0.0016133068062523	0.0400978040008047
